取引No,取引日,借方勘定科目,借方補助科目,借方部門,借方取引先,借方税区分,借方インボイス,借方金額(円),借方税額,貸方勘定科目,貸方補助科目,貸方部門,貸方取引先,貸方税区分,貸方インボイス,貸方金額(円),貸方税額,摘要,仕訳メモ,タグ,MF仕訳タイプ,決算整理仕訳
948,2026/02/19,地代家賃,,,,非課税仕入,,150000,0,普通預金,三井住友BK,,,対象外,,150000,0,ﾌﾘｺﾐ ﾃｽﾄﾌﾄﾞｳｻﾝ 家賃,,,振替伝票,No
949,2026/02/19,水道光熱費,,,,課税仕入 10%,,17000,1545,普通預金,三井住友BK,,,対象外,,17000,0,ｶﾝｻｲﾃﾞﾝﾘﾖｸ,,,振替伝票,No
939,2026/02/20,仕入高,,,,課税仕入 10%,,97700,8881,未払金,ｱﾒﾘｶﾝEX,,,対象外,,97700,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
954,2026/02/20,荷造運賃,,,,課税仕入 10%,,7300,663,未払金,ｱﾒﾘｶﾝEX,,,対象外,,7300,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
1000,2026/02/20,会議費,,,,課税仕入 10%,,900,81,現金,,,,対象外,,900,0,ドトール ﾃｽﾄ駅前店,,,簡単入力,No
934,2026/02/21,仕入高,,,,課税仕入 10%,,64700,5881,未払金,ｱﾒﾘｶﾝEX,,,対象外,,64700,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
967,2026/02/21,消耗品費,,,,課税仕入 10%,,7900,718,未払金,VISA,,,対象外,,7900,0,ｱｽｸﾙ,,,簡単入力,No
971,2026/02/21,旅費交通費,,,,課税仕入 10%,,3000,272,現金,,,,対象外,,3000,0,国際交通 ﾀｸｼｰ,,,簡単入力,No
989,2026/02/21,荷造運賃,,,,課税仕入 10%,,1100,100,現金,,,,対象外,,1100,0,ローソン 宅配便,,,簡単入力,No
999,2026/02/21,会議費,,,,課税仕入 10%,,900,81,現金,,,,対象外,,900,0,ドトール ﾃｽﾄ駅前店,,,簡単入力,No
935,2026/02/23,仕入高,,,,課税仕入 10%,,36200,3290,未払金,ｱﾒﾘｶﾝEX,,,対象外,,36200,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
977,2026/02/23,支払手数料,,,,課税仕入 10%,,300,27,普通預金,三井住友BK,,,対象外,,300,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
921,2026/02/25,給料手当,,,,対象外,,280000,0,普通預金,三井住友BK,,,対象外,,205000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
921,2026/02/25,,,,,,,,0,預り金,源泉所得税,,,対象外,,45000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
921,2026/02/25,,,,,,,,0,預り金,住民税,,,対象外,,30000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
922,2026/02/25,給料手当,,,,対象外,,250000,0,普通預金,三井住友BK,,,対象外,,175000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
922,2026/02/25,,,,,,,,0,預り金,源泉所得税,,,対象外,,45000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
922,2026/02/25,,,,,,,,0,預り金,住民税,,,対象外,,30000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
928,2026/02/25,役員報酬,,,,対象外,,500000,0,普通預金,三井住友BK,,,対象外,,500000,0,役員報酬 ﾃｽﾄﾀﾛｳ,,,振替伝票,No
956,2026/02/25,荷造運賃,,,,課税仕入 10%,,13000,1181,未払金,ｱﾒﾘｶﾝEX,,,対象外,,13000,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
970,2026/02/25,旅費交通費,,,,課税仕入 10%,,1300,118,現金,,,,対象外,,1300,0,JR西日本 交通費,,,簡単入力,No
991,2026/02/25,荷造運賃,,,,課税仕入 10%,,300,27,現金,,,,対象外,,300,0,ダイソー ﾃｽﾄ店 梱包資材,,,簡単入力,No
993,2026/02/25,旅費交通費,,,,課税仕入 10%,,1100,100,現金,,,,対象外,,1100,0,タイムズ ﾃｽﾄ駅前,,,簡単入力,No
933,2026/02/26,仕入高,,,,課税仕入 10%,,120900,10990,未払金,ｱﾒﾘｶﾝEX,,,対象外,,120900,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
947,2026/02/26,仕入高,,,,課税仕入 10%,,27400,2490,未払金,VISA,,,対象外,,27400,0,ﾋﾞﾂｸｶﾒﾗ ﾅﾝﾊﾞﾃﾝ,,,簡単入力,No
987,2026/02/27,会議費,,,,課税仕入 10%,,600,54,現金,,,,対象外,,600,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
1003,2026/02/27,未払金,ｱﾒﾘｶﾝEX,,,対象外,,496600,0,普通預金,三井住友BK,,,対象外,,278100,0,ｱﾒﾘｶﾝEX ｶｰﾄﾞ引落し,,,振替伝票,No
1004,2026/02/27,未払金,VISA,,,対象外,,318600,0,普通預金,三井住友BK,,,対象外,,297200,0,VISAﾋｷｵﾄｼ,,,振替伝票,No
924,2026/02/28,普通預金,三井住友BK,,,対象外,,489200,0,売掛金,,,,対象外,,489200,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
924,2026/02/28,支払手数料,,,,課税仕入 10%,,36000,3272,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
924,2026/02/28,販売促進費,,,,課税仕入 10%,,8600,781,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
926,2026/02/28,普通預金,三井住友BK,,,対象外,,840400,0,売掛金,,,,対象外,,840400,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
926,2026/02/28,支払手数料,,,,課税仕入 10%,,29600,2690,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
926,2026/02/28,広告宣伝費,,,,課税仕入 10%,,16800,1527,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
927,2026/02/28,未払費用,,,,対象外,,180000,0,普通預金,三井住友BK,,,対象外,,360000,0,ｹﾝﾎﾟｷﾖｳｶｲ 社保,,,振替伝票,No
927,2026/02/28,預り金,社会保険,,,対象外,,180000,0,,,,,,,0,0,ｹﾝﾎﾟｷﾖｳｶｲ 社保,,,振替伝票,No
931,2026/02/28,売掛金,,,,対象外,,477100,0,売上高,,,,課税売上 10%,,324100,29463,ﾗｸﾃﾝ(ｶ 売上,,,振替伝票,No
932,2026/02/28,売掛金,,,,対象外,,1042400,0,売上高,,,,課税売上 10%,,927100,84281,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 売上,,,振替伝票,No
937,2026/02/28,仕入高,,,,課税仕入 10%,,109200,9927,未払金,ｱﾒﾘｶﾝEX,,,対象外,,109200,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
946,2026/02/28,仕入高,,,,課税仕入 10%,,380400,34581,普通預金,三井住友BK,,,対象外,,380400,0,ﾌﾘｺﾐ ﾔﾏﾀﾞﾃﾞﾝｷ,,,振替伝票,No
952,2026/02/28,通信費,,,,課税仕入 10%,,3300,300,未払金,VISA,,,対象外,,3300,0,ｻｸﾗｲﾝﾀ-ﾈﾂﾄ,,,簡単入力,No
957,2026/02/28,荷造運賃,,,,課税仕入 10%,,7600,690,未払金,ｱﾒﾘｶﾝEX,,,対象外,,7600,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
962,2026/02/28,広告宣伝費,,,,課税仕入 10%,,31300,2845,未払金,ｱﾒﾘｶﾝEX,,,対象外,,31300,0,GOOGLE ADS,,,簡単入力,No
996,2026/02/28,通信費,,,,課税仕入 10%,,200,18,現金,,,,対象外,,200,0,日本郵便 ﾃｽﾄ郵便局 切手,,,簡単入力,No
1065,2026/03/01,旅費交通費,,,,課税仕入 10%,,1300,118,現金,,,,対象外,,1300,0,JR西日本 交通費,,,簡単入力,No
1080,2026/03/01,消耗品費,,,,課税仕入 10%,,400,36,未払金,VISA,,,対象外,,400,0,ｾﾌﾞﾝ-ｲﾚﾌﾞﾝ ﾃｽﾄﾃﾝ,,,簡単入力,No
1047,2026/03/02,荷造運賃,,,,課税仕入 10%,,7400,672,未払金,ｱﾒﾘｶﾝEX,,,対象外,,7400,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
1061,2026/03/02,消耗品費,,,,課税仕入 10%,,9400,854,未払金,VISA,,,対象外,,9400,0,ｱｽｸﾙ,,,簡単入力,No
1031,2026/03/03,仕入高,,,,課税仕入 10%,,60900,5536,未払金,VISA,,,対象外,,60900,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
1035,2026/03/03,仕入高,,,,課税仕入 10%,,60100,5463,未払金,ｱﾒﾘｶﾝEX,,,対象外,,60100,0,ヤマダデンキ ﾃﾗｵﾃﾝ,,,簡単入力,No
1094,2026/03/03,通信費,,,,課税仕入 10%,,400,36,現金,,,,対象外,,400,0,日本郵便 ﾃｽﾄ郵便局 切手,,,簡単入力,No
1033,2026/03/04,仕入高,,,,課税仕入 10%,,70900,6445,未払金,VISA,,,対象外,,70900,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
1036,2026/03/04,仕入高,,,,課税仕入 10%,,157200,14290,未払金,ｱﾒﾘｶﾝEX,,,対象外,,157200,0,ヤマダデンキ ﾃﾗｵﾃﾝ,,,簡単入力,No
1052,2026/03/04,荷造運賃,,,,課税仕入 10%,,5100,463,現金,,,,対象外,,5100,0,佐川急便 着払い,,,簡単入力,No
1090,2026/03/04,旅費交通費,,,,課税仕入 10%,,1500,136,現金,,,,対象外,,1500,0,タイムズ ﾃｽﾄ駅前,,,簡単入力,No
1096,2026/03/04,荷造運賃,,,,課税仕入 10%,,1400,127,現金,,,,対象外,,1400,0,日本郵便 ゆうパック,,,簡単入力,No
1062,2026/03/05,旅費交通費,,,,課税仕入 10%,,2700,245,現金,,,,対象外,,2700,0,JR西日本 交通費,,,簡単入力,No
1055,2026/03/06,広告宣伝費,,,,課税仕入 10%,,57300,5209,未払金,VISA,,,対象外,,57300,0,ﾗｸﾃﾝ ｺｳｺｸ,,,簡単入力,No
1060,2026/03/06,消耗品費,,,,課税仕入 10%,,3700,336,現金,,,,対象外,,3700,0,コクヨ 事務用品,,,簡単入力,No
1066,2026/03/06,旅費交通費,,,,課税仕入 10%,,3500,318,現金,,,,対象外,,3500,0,国際交通 ﾀｸｼｰ,,,簡単入力,No
1044,2026/03/07,荷造運賃,,,,課税仕入 10%,,6800,618,未払金,ｱﾒﾘｶﾝEX,,,対象外,,6800,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
1100,2026/03/07,消耗品費,,,,課税仕入 10%,,22600,2054,役員借入金,,,,対象外,,22600,0,役員立替 ﾃｽﾄﾀﾛｳ,,,簡単入力,No
1028,2026/03/08,仕入高,,,,課税仕入 10%,,52200,4745,未払金,ｱﾒﾘｶﾝEX,,,対象外,,52200,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
1029,2026/03/08,仕入高,,,,課税仕入 10%,,28300,2572,未払金,ｱﾒﾘｶﾝEX,,,対象外,,28300,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
1050,2026/03/08,荷造運賃,,,,課税仕入 10%,,14400,1309,未払金,ｱﾒﾘｶﾝEX,,,対象外,,14400,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
1086,2026/03/08,会議費,,,,課税仕入 10%,,600,54,現金,,,,対象外,,600,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
1092,2026/03/08,旅費交通費,,,,課税仕入 10%,,1200,109,現金,,,,対象外,,1200,0,タイムズ ﾃｽﾄ駅前,,,簡単入力,No
1069,2026/03/09,支払手数料,,,,課税仕入 10%,,300,27,普通預金,三井住友BK,,,対象外,,300,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
1051,2026/03/10,荷造運賃,,,,課税仕入 10%,,6700,609,未払金,ｱﾒﾘｶﾝEX,,,対象外,,6700,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
1098,2026/03/10,会議費,,,,課税仕入 10%,,1500,136,現金,,,,対象外,,1500,0,ドトール ﾃｽﾄ駅前店,,,簡単入力,No
1106,2026/03/10,預り金,源泉所得税,,,対象外,,45000,0,普通預金,日本信金,,,対象外,,45000,0,ｾﾞｲﾑｼﾖ ｹﾞﾝｾﾝ 納付,,,振替伝票,No
1107,2026/03/10,預り金,住民税,,,対象外,,30000,0,普通預金,日本信金,,,対象外,,30000,0,ｼﾞﾕｳﾐﾝｾﾞｲ 納付,,,振替伝票,No
1024,2026/03/11,仕入高,,,,課税仕入 10%,,139400,12672,未払金,ｱﾒﾘｶﾝEX,,,対象外,,139400,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
1063,2026/03/11,旅費交通費,,,,課税仕入 10%,,1300,118,現金,,,,対象外,,1300,0,JR西日本 交通費,,,簡単入力,No
1083,2026/03/11,会議費,,,,課税仕入 10%,,500,45,現金,,,,対象外,,500,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
1093,2026/03/11,通信費,,,,課税仕入 10%,,100,9,現金,,,,対象外,,100,0,日本郵便 ﾃｽﾄ郵便局 切手,,,簡単入力,No
1045,2026/03/12,荷造運賃,,,,課税仕入 10%,,7900,718,未払金,ｱﾒﾘｶﾝEX,,,対象外,,7900,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
1059,2026/03/12,会議費,,,,課税仕入 10%,,1200,109,現金,,,,対象外,,1200,0,STARBUCKS #12345,,,簡単入力,No
1073,2026/03/12,支払手数料,,,,課税仕入 10%,,300,27,普通預金,三井住友BK,,,対象外,,300,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
1088,2026/03/12,荷造運賃,,,,課税仕入 10%,,1400,127,現金,,,,対象外,,1400,0,ローソン 宅配便,,,簡単入力,No
1099,2026/03/12,消耗品費,,,,課税仕入 10%,,20700,1881,役員借入金,,,,対象外,,20700,0,役員立替 ﾃｽﾄﾀﾛｳ,,,簡単入力,No
1030,2026/03/13,仕入高,,,,課税仕入 10%,,64000,5818,未払金,VISA,,,対象外,,64000,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
1032,2026/03/13,仕入高,,,,課税仕入 10%,,60300,5481,未払金,VISA,,,対象外,,60300,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
1071,2026/03/13,支払手数料,,,,課税仕入 10%,,300,27,普通預金,三井住友BK,,,対象外,,300,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
1079,2026/03/13,車両費,,,,課税仕入 10%,,4900,445,未払金,VISA,,,対象外,,4900,0,ｲﾃﾞﾐﾂ ﾃｽﾄSS,,,簡単入力,No
1103,2026/03/13,現金,,,,対象外,,104500,0,普通預金,三井住友BK,,,対象外,,147900,0,ATM 引出し,,,振替伝票,No
1037,2026/03/14,仕入高,,,,課税仕入 10%,,206500,18772,普通預金,三井住友BK,,,対象外,,206500,0,ﾌﾘｺﾐ ﾔﾏﾀﾞﾃﾞﾝｷ,,,振替伝票,No
1013,2026/03/15,普通預金,三井住友BK,,,対象外,,750100,0,売掛金,,,,対象外,,750100,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
1013,2026/03/15,支払手数料,,,,課税仕入 10%,,38800,3527,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
1013,2026/03/15,販売促進費,,,,課税仕入 10%,,9000,818,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
1015,2026/03/15,普通預金,三井住友BK,,,対象外,,982200,0,売掛金,,,,対象外,,982200,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
1015,2026/03/15,支払手数料,,,,課税仕入 10%,,27500,2500,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
1015,2026/03/15,広告宣伝費,,,,課税仕入 10%,,24700,2245,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
1019,2026/03/15,売掛金,,,,対象外,,385900,0,売上高,,,,課税売上 10%,,472200,42927,ﾗｸﾃﾝ(ｶ 売上,,,振替伝票,No
1020,2026/03/15,売掛金,,,,対象外,,1015100,0,売上高,,,,課税売上 10%,,558000,50727,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 売上,,,振替伝票,No
1077,2026/03/15,車両費,,,,課税仕入 10%,,4300,390,未払金,ｱﾒﾘｶﾝEX,,,対象外,,4300,0,ENEOS ﾃｽﾄSS,,,簡単入力,No
1097,2026/03/15,会議費,,,,課税仕入 10%,,800,72,現金,,,,対象外,,800,0,ドトール ﾃｽﾄ駅前店,,,簡単入力,No
1027,2026/03/16,仕入高,,,,課税仕入 10%,,65800,5981,未払金,ｱﾒﾘｶﾝEX,,,対象外,,65800,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
1070,2026/03/16,支払手数料,,,,課税仕入 10%,,300,27,普通預金,三井住友BK,,,対象外,,300,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
1075,2026/03/16,車両費,,,,課税仕入 10%,,5600,509,未払金,ｱﾒﾘｶﾝEX,,,対象外,,5600,0,ENEOS ﾃｽﾄSS,,,簡単入力,No
1023,2026/03/17,仕入高,,,,課税仕入 10%,,74200,6745,未払金,ｱﾒﾘｶﾝEX,,,対象外,,74200,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
1108,2026/03/17,普通預金,三井住友BK,,,対象外,,508300,0,役員借入金,,,,対象外,,771400,0,ﾃｽﾄ ﾀﾛｳ 役員借入,,,振替伝票,No
1034,2026/03/18,仕入高,,,,課税仕入 10%,,90600,8236,未払金,ｱﾒﾘｶﾝEX,,,対象外,,90600,0,ヤマダデンキ ﾃﾗｵﾃﾝ,,,簡単入力,No
1095,2026/03/18,通信費,,,,課税仕入 10%,,400,36,現金,,,,対象外,,400,0,日本郵便 ﾃｽﾄ郵便局 切手,,,簡単入力,No
1104,2026/03/18,現金,,,,対象外,,127800,0,普通預金,三井住友BK,,,対象外,,199400,0,ATM 引出し,,,振替伝票,No
1038,2026/03/19,仕入高,,,,課税仕入 10%,,20700,1881,未払金,VISA,,,対象外,,20700,0,ﾋﾞﾂｸｶﾒﾗ ﾅﾝﾊﾞﾃﾝ,,,簡単入力,No
1042,2026/03/19,通信費,,,,課税仕入 10%,,19500,1772,未払金,VISA,,,対象外,,19500,0,NTTﾄﾞｺﾓ,,,簡単入力,No
1091,2026/03/19,旅費交通費,,,,課税仕入 10%,,1300,118,現金,,,,対象外,,1300,0,タイムズ ﾃｽﾄ駅前,,,簡単入力,No
1025,2026/03/20,仕入高,,,,課税仕入 10%,,60900,5536,未払金,ｱﾒﾘｶﾝEX,,,対象外,,60900,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
1049,2026/03/20,荷造運賃,,,,課税仕入 10%,,8600,781,未払金,ｱﾒﾘｶﾝEX,,,対象外,,8600,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
1054,2026/03/20,荷造運賃,,,,課税仕入 10%,,3100,281,現金,,,,対象外,,3100,0,佐川急便 着払い,,,簡単入力,No
1064,2026/03/20,旅費交通費,,,,課税仕入 10%,,1400,127,現金,,,,対象外,,1400,0,JR西日本 交通費,,,簡単入力,No
1068,2026/03/20,支払手数料,,,,課税仕入 10%,,300,27,普通預金,三井住友BK,,,対象外,,300,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
1082,2026/03/20,会議費,,,,課税仕入 10%,,500,45,現金,,,,対象外,,500,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
1085,2026/03/20,会議費,,,,課税仕入 10%,,500,45,現金,,,,対象外,,500,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
1040,2026/03/21,水道光熱費,,,,課税仕入 10%,,22900,2081,普通預金,三井住友BK,,,対象外,,22900,0,ｶﾝｻｲﾃﾞﾝﾘﾖｸ,,,振替伝票,No
1076,2026/03/21,車両費,,,,課税仕入 10%,,4300,390,未払金,ｱﾒﾘｶﾝEX,,,対象外,,4300,0,ENEOS ﾃｽﾄSS,,,簡単入力,No
1048,2026/03/22,荷造運賃,,,,課税仕入 10%,,4500,409,未払金,ｱﾒﾘｶﾝEX,,,対象外,,4500,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
1072,2026/03/22,支払手数料,,,,課税仕入 10%,,400,36,普通預金,三井住友BK,,,対象外,,400,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
1087,2026/03/22,荷造運賃,,,,課税仕入 10%,,900,81,現金,,,,対象外,,900,0,ローソン 宅配便,,,簡単入力,No
1109,2026/03/22,役員借入金,,,,対象外,,274400,0,普通預金,三井住友BK,,,対象外,,270800,0,役員借入金 返済 ﾃｽﾄﾀﾛｳ,,,振替伝票,No
1058,2026/03/24,会議費,,,,課税仕入 10%,,1600,145,現金,,,,対象外,,1600,0,STARBUCKS #12345,,,簡単入力,No
1081,2026/03/24,消耗品費,,,,課税仕入 10%,,1700,154,未払金,VISA,,,対象外,,1700,0,ｾﾌﾞﾝ-ｲﾚﾌﾞﾝ ﾃｽﾄﾃﾝ,,,簡単入力,No
1105,2026/03/24,現金,,,,対象外,,147800,0,普通預金,三井住友BK,,,対象外,,71800,0,ATM 引出し,,,振替伝票,No
1011,2026/03/25,給料手当,,,,対象外,,280000,0,普通預金,三井住友BK,,,対象外,,205000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
1011,2026/03/25,,,,,,,,0,預り金,源泉所得税,,,対象外,,45000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
1011,2026/03/25,,,,,,,,0,預り金,住民税,,,対象外,,30000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
1012,2026/03/25,給料手当,,,,対象外,,250000,0,普通預金,三井住友BK,,,対象外,,175000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
1012,2026/03/25,,,,,,,,0,預り金,源泉所得税,,,対象外,,45000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
1012,2026/03/25,,,,,,,,0,預り金,住民税,,,対象外,,30000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
1018,2026/03/25,役員報酬,,,,対象外,,500000,0,普通預金,三井住友BK,,,対象外,,500000,0,役員報酬 ﾃｽﾄﾀﾛｳ,,,振替伝票,No
1039,2026/03/25,地代家賃,,,,非課税仕入,,150000,0,普通預金,三井住友BK,,,対象外,,150000,0,ﾌﾘｺﾐ ﾃｽﾄﾌﾄﾞｳｻﾝ 家賃,,,振替伝票,No
1041,2026/03/25,水道光熱費,,,,課税仕入 10%,,7300,663,普通預金,三井住友BK,,,対象外,,7300,0,ｵｵｻｶｶﾞｽ,,,振替伝票,No
1043,2026/03/25,通信費,,,,課税仕入 10%,,3300,300,未払金,VISA,,,対象外,,3300,0,ｻｸﾗｲﾝﾀ-ﾈﾂﾄ,,,簡単入力,No
1046,2026/03/25,荷造運賃,,,,課税仕入 10%,,9000,818,未払金,ｱﾒﾘｶﾝEX,,,対象外,,9000,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
1056,2026/03/25,広告宣伝費,,,,課税仕入 10%,,32200,2927,未払金,ｱﾒﾘｶﾝEX,,,対象外,,32200,0,GOOGLE ADS,,,簡単入力,No
1078,2026/03/25,車両費,,,,課税仕入 10%,,4500,409,未払金,VISA,,,対象外,,4500,0,ｲﾃﾞﾐﾂ ﾃｽﾄSS,,,簡単入力,No
1089,2026/03/25,荷造運賃,,,,課税仕入 10%,,200,18,現金,,,,対象外,,200,0,ダイソー ﾃｽﾄ店 梱包資材,,,簡単入力,No
1057,2026/03/26,会議費,,,,課税仕入 10%,,1700,154,現金,,,,対象外,,1700,0,STARBUCKS #12345,,,簡単入力,No
1074,2026/03/26,新聞図書費,,,,課税仕入 10%,,2700,245,未払金,ｱﾒﾘｶﾝEX,,,対象外,,2700,0,AMAZON.CO.JP 書籍,,,簡単入力,No
1026,2026/03/27,仕入高,,,,課税仕入 10%,,95600,8690,未払金,ｱﾒﾘｶﾝEX,,,対象外,,95600,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
1053,2026/03/27,荷造運賃,,,,課税仕入 10%,,2700,245,現金,,,,対象外,,2700,0,佐川急便 着払い,,,簡単入力,No
1067,2026/03/27,支払手数料,,,,課税仕入 10%,,400,36,普通預金,三井住友BK,,,対象外,,400,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
1101,2026/03/27,未払金,ｱﾒﾘｶﾝEX,,,対象外,,267500,0,普通預金,三井住友BK,,,対象外,,489100,0,ｱﾒﾘｶﾝEX ｶｰﾄﾞ引落し,,,振替伝票,No
1102,2026/03/27,未払金,VISA,,,対象外,,376300,0,普通預金,三井住友BK,,,対象外,,375300,0,VISAﾋｷｵﾄｼ,,,振替伝票,No
1014,2026/03/28,普通預金,三井住友BK,,,対象外,,441700,0,売掛金,,,,対象外,,441700,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
1014,2026/03/28,支払手数料,,,,課税仕入 10%,,33900,3081,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
1014,2026/03/28,販売促進費,,,,課税仕入 10%,,11200,1018,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
1016,2026/03/28,普通預金,三井住友BK,,,対象外,,373500,0,売掛金,,,,対象外,,373500,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
1016,2026/03/28,支払手数料,,,,課税仕入 10%,,30700,2790,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
1016,2026/03/28,広告宣伝費,,,,課税仕入 10%,,22600,2054,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
1017,2026/03/28,未払費用,,,,対象外,,180000,0,普通預金,三井住友BK,,,対象外,,360000,0,ｹﾝﾎﾟｷﾖｳｶｲ 社保,,,振替伝票,No
1017,2026/03/28,預り金,社会保険,,,対象外,,180000,0,,,,,,,0,0,ｹﾝﾎﾟｷﾖｳｶｲ 社保,,,振替伝票,No
1021,2026/03/28,売掛金,,,,対象外,,523100,0,売上高,,,,課税売上 10%,,777300,70663,ﾗｸﾃﾝ(ｶ 売上,,,振替伝票,No
1022,2026/03/28,売掛金,,,,対象外,,890800,0,売上高,,,,課税売上 10%,,972300,88390,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 売上,,,振替伝票,No
1084,2026/03/28,会議費,,,,課税仕入 10%,,600,54,現金,,,,対象外,,600,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
1111,2026/03/31,普通預金,三井住友BK,,,対象外,,15,0,受取利息,,,,非課税売上,,21,0,ﾘｿｸ 三井住友BK,,,振替伝票,No
